Date,cases
2021-01-06,9074
2021-01-07,9107
2021-01-08,9152
2021-01-09,9211
2021-01-10,9242
2021-01-11,9283
2021-01-12,9343
2021-01-13,9385
2021-01-14,9414
2021-01-15,9452
2021-01-16,9502
2021-01-17,9557
2021-01-18,9664
2021-01-19,9720
2021-01-20,9797
2021-01-21,9867
2021-01-22,9928
2021-01-23,10009
2021-01-24,10085
2021-01-25,10158
2021-01-26,10222
2021-01-27,10282
2021-01-28,10321
2021-01-29,10371
2021-01-30,10399
2021-01-31,10452
2021-02-01,10486
2021-02-02,10511
2021-02-03,10530
2021-02-04,10552
2021-02-05,10589
2021-02-06,10608
2021-02-07,10635
2021-02-08,10667
2021-02-09,10693
2021-02-10,10710
2021-02-11,10731
2021-02-12,10755
2021-02-13,10767
2021-02-14,10779
2021-02-15,10788
2021-02-16,10796
2021-02-17,10812
2021-02-18,10820
2021-02-19,10833
2021-02-20,10848
2021-02-21,10868
2021-02-22,10884
2021-02-23,10896
2021-02-24,10913
2021-02-25,10926
2021-02-26,10951
2021-02-27,10983
2021-02-28,11005
2021-03-01,11019
2021-03-02,11032
2021-03-03,11046
2021-03-04,11055
2021-03-05,11066
2021-03-06,11074
2021-03-07,11090
2021-03-08,11099
2021-03-09,11120
2021-03-10,11128
2021-03-11,11150
2021-03-12,11210
2021-03-13,11257
2021-03-14,11281
2021-03-15,11311
2021-03-16,11329
2021-03-17,11340
2021-03-18,11350
2021-03-19,11363
2021-03-20,11371
2021-03-21,11379
2021-03-22,11397
2021-03-23,11409
2021-03-24,11419
2021-03-25,11428
2021-03-26,11439
2021-03-27,11445
2021-03-28,11446
2021-03-29,11454
2021-03-30,11461
2021-03-31,11467
2021-04-01,11480
2021-04-02,11499
2021-04-03,11501
2021-04-04,11508
2021-04-05,11524
2021-04-06,11531
2021-04-07,11539
2021-04-08,11549
2021-04-09,11563
2021-04-10,11568
2021-04-11,11581
2021-04-12,11594
2021-04-13,11607
2021-04-14,11612
2021-04-15,11618
2021-04-16,11635
2021-04-17,11653
2021-04-18,11683
2021-04-19,11695
2021-04-20,11703
2021-04-21,11704
2021-04-22,11718
2021-04-23,11727
2021-04-24,11730
2021-04-25,11736
2021-04-26,11740
2021-04-27,11748
2021-04-28,11755
2021-04-29,11770
2021-04-30,11774
2021-05-01,11782
2021-05-02,11784
2021-05-03,11786
2021-05-04,11790
2021-05-05,11796
2021-05-06,11798
2021-05-07,11801
2021-05-08,11806
2021-05-09,11807
2021-05-10,11811
2021-05-11,11812
2021-05-12,11814
2021-05-13,11817
2021-05-14,11818
2021-05-15,11821
2021-05-16,11824
2021-05-17,11825
2021-05-18,11826
2021-05-19,11827
2021-05-20,11828
2021-05-21,11829
2021-05-22,11830
2021-05-23,11832
2021-05-24,11833
2021-05-25,11835
2021-05-26,11836
2021-05-27,11836
2021-05-28,11836
2021-05-29,11837
2021-05-30,11837
2021-05-31,11841
2021-06-01,11848
2021-06-02,11848
2021-06-03,11849
2021-06-04,11850
2021-06-05,11851
2021-06-06,11858
2021-06-07,11865
2021-06-08,11868
2021-06-09,11872
2021-06-10,11874
2021-06-11,11874
2021-06-12,11877
2021-06-13,11877
2021-06-14,11878
2021-06-15,11880
2021-06-16,11881
2021-06-17,11881
2021-06-18,11884
2021-06-19,11885
2021-06-20,11886
2021-06-21,11889
2021-06-22,11896
2021-06-23,11898
2021-06-24,11905
2021-06-25,11909
2021-06-26,11911
2021-06-27,11917
2021-06-28,11920
2021-06-29,11921
2021-06-30,11923
2021-07-01,11927
2021-07-02,11938
2021-07-03,11939
2021-07-04,11942
2021-07-05,11943
2021-07-06,11944
2021-07-07,11945
2021-07-08,11948
2021-07-09,11949
2021-07-10,11950
2021-07-11,11951
2021-07-12,11951
2021-07-13,11952
2021-07-14,11955
2021-07-15,11955
2021-07-16,11956
2021-07-17,11956
2021-07-18,11958
2021-07-19,11958
2021-07-20,11965
2021-07-21,11970
2021-07-22,11971
2021-07-23,11973
2021-07-24,11975
2021-07-25,11978
2021-07-26,11978
2021-07-27,11979
2021-07-28,11980
2021-07-29,11982
2021-07-30,11984
2021-07-31,11984
2021-08-01,11987
2021-08-02,11990
2021-08-03,11994
2021-08-04,11996
2021-08-05,12002
2021-08-06,12004
2021-08-07,12011
2021-08-08,12013
2021-08-09,12015
2021-08-10,12019
2021-08-11,12020
2021-08-12,12025
2021-08-13,12030
2021-08-14,12032
2021-08-15,12033
2021-08-16,12036
2021-08-17,12039
2021-08-18,12042
2021-08-19,12047
2021-08-20,12049
2021-08-21,12052
2021-08-22,12057
2021-08-23,12062
2021-08-24,12069
2021-08-25,12074
2021-08-26,12077
2021-08-27,12094
2021-08-28,12100
2021-08-29,12107
2021-08-30,12110
2021-08-31,12112
2021-09-01,12113
2021-09-02,12113
2021-09-03,12112
2021-09-04,12113
2021-09-05,12121
2021-09-06,12123
2021-09-07,12129
2021-09-08,12131
2021-09-09,12133
2021-09-10,12138
2021-09-11,12142
2021-09-12,12145
2021-09-13,12146
2021-09-14,12148
2021-09-15,12149
2021-09-16,12149
2021-09-17,12152
2021-09-18,12157
2021-09-19,12160
2021-09-20,12165
2021-09-21,12166
2021-09-22,12167
2021-09-23,12169
2021-09-24,12176
2021-09-25,12185
2021-09-26,12193
2021-09-27,12196
2021-09-28,12209
2021-09-29,12214
2021-09-30,12217
2021-10-01,12221
2021-10-02,12226
2021-10-03,12226
2021-10-04,12230
2021-10-05,12237
2021-10-06,12243
2021-10-07,12251
2021-10-08,12253
2021-10-09,12230
2021-10-10,12261
2021-10-11,12268
2021-10-12,12272
2021-10-13,12275
2021-10-14,12276
2021-10-15,12285
2021-10-16,12291
2021-10-17,12294
2021-10-18,12299
2021-10-19,12301
2021-10-20,12305
2021-10-21,12311
2021-10-22,12313
2021-10-23,12319
2021-10-24,12323
2021-10-25,12327
2021-10-26,12330
2021-10-27,12335
2021-10-28,12337
2021-10-29,12342
2021-10-30,12345
2021-10-31,12346
2021-11-01,12347
2021-11-02,12349
2021-11-03,12352
2021-11-04,12359
2021-11-05,12360
2021-11-06,12367
2021-11-07,12368
2021-11-08,12368
2021-11-09,12369
2021-11-10,12374
2021-11-11,12377
2021-11-12,12378
2021-11-13,12380
2021-11-14,12381
2021-11-15,12387
2021-11-16,12388
2021-11-17,12391
2021-11-18,12395
2021-11-19,12396
2021-11-20,12399
2021-11-21,12401
2021-11-22,12404
2021-11-23,12410
2021-11-24,12411
2021-11-25,12417
2021-11-26,12421
2021-11-27,12424
2021-11-28,12427
2021-11-29,12430
2021-11-30,12436
2021-12-01,12439
2021-12-02,12445
2021-12-03,12448
2021-12-04,12452
2021-12-05,12461
2021-12-06,12466
2021-12-07,12471
2021-12-08,12471
2021-12-09,12478
2021-12-10,12482
2021-12-11,12483
2021-12-12,12488
2021-12-13,12490
2021-12-14,12495
2021-12-15,12496
2021-12-16,12506
2021-12-17,12513
2021-12-18,12518
2021-12-19,12526
2021-12-20,12533
2021-12-21,12541
2021-12-22,12548
2021-12-23,12550
2021-12-24,12555
2021-12-25,12580
2021-12-26,12589
2021-12-27,12598
2021-12-28,12604
2021-12-29,12618
2021-12-30,12630
2021-12-31,12649
2022-01-01,12667
2022-01-02,12693
2022-01-03,12722
2022-01-04,12761
2022-01-05,12799
2022-01-06,12832
2022-01-07,12865
2022-01-08,12902
2022-01-09,12935
2022-01-10,12959
2022-01-11,12980
2022-01-12,13002
2022-01-13,13016
2022-01-14,13025
2022-01-15,13030
2022-01-16,13041
2022-01-17,13048
2022-01-18,13066
2022-01-19,13082
2022-01-20,13096
2022-01-21,13120
2022-01-22,13146
2022-01-23,13286
2022-01-24,13395
2022-01-25,13519
2022-01-26,13626
2022-01-27,13790
2022-01-28,13905
2022-01-29,14024
2022-01-30,14105
2022-01-31,14197
2022-02-01,14326
2022-02-02,14442
2022-02-03,14584
2022-02-04,14715
2022-02-05,15066
2022-02-06,15408
2022-02-07,16022
2022-02-08,16647
2022-02-09,17808
2022-02-10,18794
2022-02-11,20119
2022-02-12,21633
2022-02-13,22980
2022-02-14,25051
2022-02-15,26670
2022-02-16,30955
2022-02-17,37071
2022-02-18,40700
2022-02-19,46763
2022-02-20,52830
2022-02-21,60363
2022-02-22,66574
2022-02-23,75248
2022-02-24,84046
2022-02-25,94056
2022-02-26,138955
2022-02-27,171314
2022-02-28,205780
2022-03-01,238377
2022-03-02,293730
2022-03-03,350557
2022-03-04,403080
2022-03-05,440609
2022-03-06,471617
2022-03-07,496767
2022-03-08,525242
2022-03-09,551233
2022-03-10,575623
2022-03-11,594511
2022-03-12,610300
2022-03-13,623635
